 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,213,2,2,100,132,50,50,50.0,0.0,66,66,66.0,0.0,1089201.878,18779.34272,71.0,39.83716857,117,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,9389.671362,9389.671362,50,66,56.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,70.5,50.0,66.0,40,0,0,0,0,0,0,2,100,2,132,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,210,2,2,78,206,39,39,39.0,0.0,103,103,103.0,0.0,1352380.952,19047.61905,70.0,115.1824639,203,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,9523.809524,9523.809524,39,103,64.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,80.75,39.0,103.0,64,0,0,0,0,0,0,2,78,2,206,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,163865,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1977.23736,24.41033778,54621.66667,94604.03776,163861,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,40,64,12.20516889,12.20516889,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,32002,1,1,47,149,47,47,47.0,0.0,149,149,149.0,0.0,6124.617211,62.49609399,32002.0,0.0,32002,32002,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,31.248047,31.248047,47,149,81.0,58.88972746,3468.0,0,0,0,0,0,0,0,0,1,121.5,47.0,149.0,20,0,0,0,0,0,0,1,47,1,149,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,64250363,7,2,187,92,46,6,26.71428571,20.0890873,46,46,46.0,0.0,4.342387918,0.14007703,8031295.375,20200000.0,57800000,47,64300000,10700000.0,23200000.0,57800000,47,58000000,58000000.0,0.0,58000000,58000000,1,0,0,0,140,40,0.108948801,0.031128229,6,46,32.5,18.86354509,355.8333333,0,1,0,0,1,0,0,0,0,36.11111111,26.71428571,46.0,140,0,0,0,0,0,0,7,187,2,92,16413,32,6,20,208738.0,8636.602225,214845,202631,31900000.0,36700000.0,57800000,5992698,BENIGN
443,60540637,15,14,800,4941,418,0,53.33333333,114.7759723,2920,0,352.9285714,809.4624488,94.82886677,0.479017094,2162165.607,4168354.408,10000000,9,60500000,4324331.214,5138588.647,10100000,1186,60500000,4653099.538,5200937.842,10100000,219,0,0,0,0,312,364,0.247767462,0.231249632,0,2920,191.3666667,569.0361775,323802.1713,0,0,0,1,0,0,0,0,0,197.9655172,53.33333333,352.9285714,312,0,0,0,0,0,0,15,800,14,4941,8192,79,14,20,71452.66667,51866.7502,177325,50118,10000000.0,333.0637577,10000000,9999550,BENIGN
42008,81,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24691.35802,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12345.67901,12345.67901,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,939,237,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,130,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,92307.69231,15384.61538,130.0,0.0,130,130,130,130.0,0.0,130,130,0,0.0,0.0,0,0,0,0,0,0,40,0,15384.61538,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,344,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,118800417,28,24,4062,7481,543,0,145.0714286,224.5932832,1428,0,311.7083333,426.4181943,97.16295861,0.437708901,2329419.941,3931207.212,10000000,48,119000000,4396782.963,4558796.661,10100000,525,119000000,5161436.304,4580202.216,10100000,48,0,0,0,0,572,600,0.235689408,0.202019493,0,1428,217.7924528,338.3010925,114447.6292,0,0,0,1,0,0,0,0,0,221.9807692,145.0714286,311.7083333,572,0,0,0,0,0,0,28,4062,24,7481,8192,291,27,20,752317.75,1241400.221,3658853,87311,9140443.917,1592719.451,10000000,5465344,BENIGN
443,63136617,7,2,169,92,46,0,24.14285714,23.19790631,46,46,46.0,0.0,4.133892698,0.142548024,7892077.125,20700000.0,59000000,45,63100000,10500000.0,23800000.0,59000000,49,59000000,59000000.0,0.0,59000000,59000000,1,0,0,0,224,64,0.110870685,0.031677339,0,46,30.7,21.68486415,470.2333333,0,1,0,0,1,0,0,0,0,34.11111111,24.14285714,46.0,224,0,0,0,0,0,0,7,169,2,92,575,397,3,32,36456.0,0.0,36456,36456,59000000.0,0.0,59000000,59000000,BENIGN
443,5417443,9,7,391,3974,210,0,43.44444444,74.24134817,1460,0,567.7142857,635.5170373,805.730674,2.95342286,361162.8667,1309371.965,5089944,0,5417443,677180.375,1784877.874,5089944,4,305105,50850.83333,89477.9575,229497,50,0,0,0,0,204,152,1.661300359,1.292122501,0,1460,256.7647059,475.6371423,226230.6912,0,0,0,1,0,0,0,0,0,272.8125,43.44444444,567.7142857,204,0,0,0,0,0,0,9,391,7,3974,8192,119,7,20,327495.0,0.0,327495,327495,5089944.0,0.0,5089944,5089944,BENIGN
49739,21,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,571428.5714,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,47619.04762,47619.04762,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,351,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,188,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,936170.2128,21276.59574,62.66666667,67.21111019,136,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,10638.29787,10638.29787,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,40,0,0,0,0,0,0,2,72,2,104,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,176,2,2,82,202,41,41,41.0,0.0,101,101,101.0,0.0,1613636.364,22727.27273,58.66666667,99.01683359,173,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,80,80,11363.63636,11363.63636,41,101,65.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,81.25,41.0,101.0,80,0,0,0,0,0,0,2,82,2,202,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115408489,16,14,517,752,433,0,32.3125,106.8604815,746,0,53.71428571,199.2599495,10.99572493,0.259946216,3979603.069,4860584.969,10000000,104,115000000,7693899.267,4145648.711,10000000,180,111000000,8501968.538,3760446.151,10000000,20525,0,0,0,0,332,424,0.138637982,0.121308234,0,746,40.93548387,151.9427382,23086.5957,0,0,0,1,0,0,0,0,0,42.3,32.3125,53.71428571,332,0,0,0,0,0,0,16,517,14,752,8192,343,15,20,60479.0,78299.39876,296558,36607,9987289.455,63500.68195,10000000,9796771,BENIGN
443,75137597,33,50,1148,59937,517,0,34.78787879,121.6497939,3381,0,1198.74,936.8093442,812.9751608,1.104640065,916312.1585,2840782.853,10000000,1,70500000,2202717.281,4213163.868,10000000,179,75100000,1532689.265,3572002.293,10000000,1,0,0,0,0,1064,1608,0.439194243,0.665445822,0,3381,727.202381,924.5265253,854749.2959,0,0,0,1,0,0,0,0,1,735.9638554,34.78787879,1198.74,1064,0,0,0,0,0,0,33,1148,50,59937,29200,12579,3,32,60916.57143,66241.60196,211138,35671,10000000.0,5850.268183,10000000,9999835,BENIGN
443,65143820,22,21,6440,9757,2341,0,292.7272727,717.1841221,1613,0,464.6190476,610.6515763,248.6344829,0.660077963,1551043.333,3516411.406,10200000,3,65100000,3102086.667,4551613.056,10200000,46,65100000,3252941.55,4621796.856,10200000,3,0,0,0,0,712,680,0.337714307,0.322363656,0,2341,368.1136364,659.7292685,435242.7077,0,0,0,1,0,0,0,0,0,376.6744186,292.7272727,464.6190476,712,0,0,0,0,0,0,22,6440,21,9757,29200,136,5,32,914814.1667,2033095.024,5064852,84673,9942449.833,495025.0595,10200000,8932961,BENIGN
44469,53,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18867.92453,18867.92453,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,62,354,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31541,2,2,88,204,44,44,44.0,0.0,102,102,102.0,0.0,9257.791446,126.8190609,10513.66667,18204.14267,31534,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,63.40953045,63.40953045,44,102,67.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,84.0,44.0,102.0,64,0,0,0,0,0,0,2,88,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,191,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,1193717.277,20942.40838,63.66666667,69.17610377,139,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,10471.20419,10471.20419,37,77,53.0,21.9089023,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,40,0,0,0,0,0,0,2,74,2,154,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,60707308,13,12,1157,3897,784,0,89.0,217.0122884,1483,0,324.75,589.2130538,83.25192084,0.411812034,2529471.167,4404106.39,10000000,45,60700000,5058942.333,5232970.048,10100000,356,60600000,5511146.727,5236703.7,10100000,215,0,0,0,0,272,312,0.214142258,0.197669776,0,1483,194.3846154,436.8124611,190805.1262,0,0,0,1,0,0,0,0,0,202.16,89.0,324.75,272,0,0,0,0,0,0,13,1157,12,3897,8192,116,12,20,121079.5,84479.49407,293282,84328,9996763.833,7648.93442,10000000,9981168,BENIGN
53,23782,2,2,78,276,39,39,39.0,0.0,138,138,138.0,0.0,14885.2073,168.1944328,7927.333333,13724.48193,23775,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,84.09721638,84.09721638,39,138,78.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,98.25,39.0,138.0,40,0,0,0,0,0,0,2,78,2,276,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,191,2,2,84,372,42,42,42.0,0.0,186,186,186.0,0.0,2387434.555,20942.40838,63.66666667,104.2129231,184,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,10471.20419,10471.20419,42,186,99.6,78.87204828,6220.8,0,0,0,0,0,0,0,0,1,124.5,42.0,186.0,40,0,0,0,0,0,0,2,84,2,372,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,915,1,1,45,114,45,45,45.0,0.0,114,114,114.0,0.0,173770.4918,2185.79235,915.0,0.0,915,915,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1092.896175,1092.896175,45,114,68.0,39.83716857,1587.0,0,0,0,0,0,0,0,0,1,102.0,45.0,114.0,32,0,0,0,0,0,0,1,45,1,114,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,90535,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1060.363395,22.09090407,90535.0,0.0,90535,90535,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11.04545204,11.04545204,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,63478,2,2,72,228,36,36,36.0,0.0,114,114,114.0,0.0,4726.046819,63.01395759,21159.33333,36558.10813,63373,47,47,47.0,0.0,47,47,58,58.0,0.0,58,58,0,0,0,0,72,40,31.5069788,31.5069788,36,114,67.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,84.0,36.0,114.0,72,0,0,0,0,0,0,2,72,2,228,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5970,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,123,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
45710,64,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15625.0,15625.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,26064,341,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
43134,104,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19230.76923,104.0,0.0,104,104,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9615.384615,9615.384615,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,541,604,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,191,2,2,140,396,70,70,70.0,0.0,198,198,198.0,0.0,2806282.723,20942.40838,63.66666667,105.077749,185,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10471.20419,10471.20419,70,198,121.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,151.5,70.0,198.0,64,0,0,0,0,0,0,2,140,2,396,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,294,2,2,80,180,40,40,40.0,0.0,90,90,90.0,0.0,884353.7415,13605.44218,98.0,167.1436508,291,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,40,40,6802.721088,6802.721088,40,90,60.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,75.0,40.0,90.0,40,0,0,0,0,0,0,2,80,2,180,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1124519,4,4,723,949,711,0,180.75,353.5113152,935,2,237.25,465.1704885,1486.857937,7.114152807,160645.5714,330594.5757,901353,29,1100644,366881.3333,469012.2706,901353,23965,1100583,366861.0,492018.2275,926302,1401,0,0,0,0,92,84,3.557076403,3.557076403,0,935,185.7777778,365.5943031,133659.1944,0,0,0,1,0,0,0,0,1,209.0,180.75,237.25,92,0,0,0,0,0,0,4,723,4,949,8192,8190,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,202,2,2,86,162,43,43,43.0,0.0,81,81,81.0,0.0,1227722.772,19801.9802,67.33333333,110.5637071,195,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,9900.990099,9900.990099,43,81,58.2,20.81345719,433.2,0,0,0,0,0,0,0,0,1,72.75,43.0,81.0,64,0,0,0,0,0,0,2,86,2,162,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,50832,1,1,52,89,52,52,52.0,0.0,89,89,89.0,0.0,2773.843248,39.3452943,50832.0,0.0,50832,50832,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19.67264715,19.67264715,52,89,64.33333333,21.36195996,456.3333333,0,0,0,0,0,0,0,0,1,96.5,52.0,89.0,20,0,0,0,0,0,0,1,52,1,89,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,67297,2,2,70,404,35,35,35.0,0.0,202,202,202.0,0.0,7043.404609,59.43801358,22432.33333,38847.87889,67290,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,29.71900679,29.71900679,35,202,101.8,91.4696671,8366.7,0,0,0,0,0,0,0,0,1,127.25,35.0,202.0,64,0,0,0,0,0,0,2,70,2,404,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
43962,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,6575,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,102342494,26,32,1324,35366,381,0,50.92307692,96.38793413,2920,0,1105.1875,1129.127052,358.5021096,0.566724512,1795482.351,9453413.615,57800000,1,102000000,4093699.76,14100000.0,57800000,4,102000000,3294307.903,12800000.0,58000000,1,0,0,0,0,532,652,0.254048919,0.312675593,0,2920,621.8644068,983.4168874,967108.7744,0,0,0,1,0,0,0,0,1,632.5862069,50.92307692,1105.1875,532,0,0,0,0,0,0,26,1324,32,35366,8192,294,25,20,675437.0,642678.0397,1129879,220995,50400000.0,10500000.0,57800000,43000000,BENIGN
80,1506945,4,4,440,2279,428,0,110.0,212.0188671,2267,0,569.75,1131.503535,1804.312699,5.308753803,215277.8571,543427.9802,1447263,1,1506852,502284.0,818376.1461,1447263,29064,1477948,492649.3333,852527.3575,1477063,1,0,0,0,0,92,92,2.654376902,2.654376902,0,2267,302.1111111,750.0980677,562647.1111,0,0,0,1,0,0,0,0,1,339.875,110.0,569.75,92,0,0,0,0,0,0,4,440,4,2279,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50927,54,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,333333.3333,55555.55556,27.0,31.11269837,49,5,0,0.0,0.0,0,0,49,49.0,0.0,49,49,0,0,0,0,20,40,18518.51852,37037.03704,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,245,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,339577,17,20,881,15386,254,0,51.82352941,78.94874547,1430,0,769.3,656.7843594,47903.7155,108.9590873,9432.694444,20230.04041,105444,1,339577,21223.5625,27929.83752,105444,3,294309,15489.94737,35122.31064,143016,1,0,0,0,0,352,412,50.06228337,58.89680396,0,1430,428.0789474,597.612836,357141.1017,0,0,0,1,0,0,0,0,1,439.6486486,51.82352941,769.3,352,0,0,0,0,0,0,17,881,20,15386,8192,360,16,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,9516,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1261.034048,210.1723413,9516.0,0.0,9516,9516,9516,9516.0,0.0,9516,9516,0,0.0,0.0,0,0,0,0,0,0,40,0,210.1723413,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51563,33743,15,8,18467,36,2920,0,1231.133333,1135.906238,6,0,4.5,2.777460299,548350.769,681.6228551,1533.772727,5768.4748,26689,1,33743,2410.214286,7175.109478,26689,1,33584,4797.714286,10064.25142,26975,3,0,0,0,0,324,184,444.5366446,237.0862105,0,2920,770.9583333,1074.091628,1153672.824,0,0,0,1,0,0,0,0,0,804.4782609,1231.133333,4.5,324,0,0,0,0,0,0,15,18467,8,36,8192,389,13,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
43792,98,2,1,31,6,31,0,15.5,21.92031022,6,6,6.0,0.0,377551.0204,30612.2449,49.0,67.88225099,97,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,20,20408.16327,10204.08163,0,31,17.0,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,972,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,356,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,623595.5056,11235.95506,118.6666667,203.804645,354,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,80,64,5617.977528,5617.977528,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,80,0,0,0,0,0,0,2,64,2,158,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,10203330,8,12,762,5862,416,0,95.25,148.7622744,1460,0,488.5,624.1922052,649.1998201,1.960144384,537017.3684,2279010.707,9947884,3,255443,36491.85714,28987.09473,88330,274,10200000,924394.6364,3009812.245,9999131,3,0,0,0,0,172,248,0.784057754,1.176086631,0,1460,315.4285714,514.171914,264372.7571,0,0,0,1,0,0,0,0,1,331.2,95.25,488.5,172,0,0,0,0,0,0,8,762,12,5862,8192,5118,7,20,255443.0,0.0,255443,255443,9947884.0,0.0,9947884,9947884,BENIGN
53,47877,2,2,58,430,29,29,29.0,0.0,215,215,215.0,0.0,10192.78568,83.54742361,15959.0,27635.73666,47870,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,41.7737118,41.7737118,29,215,103.4,101.8763957,10378.8,0,0,0,0,0,0,0,0,1,129.25,29.0,215.0,64,0,0,0,0,0,0,2,58,2,430,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115867667,39,54,797,57761,426,0,20.43589744,76.79048559,2836,0,1069.648148,660.246185,505.3868911,0.802639791,1259431.163,3286568.436,10000000,2,116000000,3049149.132,4601155.339,10100000,3,111000000,2088564.566,4112341.982,10100000,2,0,0,0,0,1256,1736,0.33659088,0.466048911,0,2836,622.9574468,723.2631835,523109.6326,0,0,0,1,0,0,0,0,1,629.655914,20.43589744,1069.648148,1256,0,0,0,0,0,0,39,797,54,57761,29200,357,4,32,50665.66667,48096.4107,203392,36681,9604973.0,1407139.125,10000000,5136737,BENIGN
22,1255281,41,42,2728,6634,456,0,66.53658537,110.1299454,976,0,157.952381,319.1214275,7458.091057,66.12065346,15308.30488,105817.5057,954620,0,1255281,31382.025,159127.6382,997260,0,300566,7330.878049,18153.36178,92474,0,0,0,0,0,1328,1360,32.66200954,33.45864392,0,976,111.452381,241.6427915,58391.23867,0,0,0,1,0,0,0,0,1,112.7951807,66.53658537,157.952381,1328,0,0,0,0,0,0,41,2728,42,6634,29200,243,24,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,272,2,2,64,248,32,32,32.0,0.0,124,124,124.0,0.0,1147058.824,14705.88235,90.66666667,73.90083446,176,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,7352.941176,7352.941176,32,124,68.8,50.39047529,2539.2,0,0,0,0,0,0,0,0,1,86.0,32.0,124.0,64,0,0,0,0,0,0,2,64,2,248,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,122549,1,1,39,124,39,39,39.0,0.0,124,124,124.0,0.0,1330.080213,16.32000261,122549.0,0.0,122549,122549,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,8.160001306,8.160001306,39,124,67.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,101.0,39.0,124.0,40,0,0,0,0,0,0,1,39,1,124,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1321,84,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,142857.1429,23809.52381,84.0,0.0,84,84,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11904.7619,11904.7619,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,288,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,194625,4,2,176,664,44,44,44.0,0.0,332,332,332.0,0.0,4315.992293,30.82851638,38925.0,53384.66973,101686,4,92935,30978.33333,53649.11906,92927,4,4,4.0,0.0,4,4,0,0,0,0,80,40,20.55234425,10.27617213,44,332,126.2857143,140.5296105,19748.57143,0,0,0,0,0,0,0,0,0,147.3333333,44.0,332.0,80,0,0,0,0,0,0,4,176,2,664,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
4207,65,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,276923.0769,46153.84615,32.5,21.92031022,48,17,0,0.0,0.0,0,0,48,48.0,0.0,48,48,0,0,0,0,20,40,15384.61538,30769.23077,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,2049,252,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
